HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_days,Male_maturity_days,Gestation_or_Incubation_days,Weaning_days,Clutch_size,Clutches_per_year,Interbirth_interval,Birth_weight_g,Weaning_weight_g,Adult_weight_g,Growth_rate,Maximum_longevity_yrs,Source,Specimen_origin,Sample_size,Data_quality,IMR_per_year,MRDT_yrs,Metabolic_rate_W,Body_mass_g,Temperature
3267,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,viridis,Southern Pacific rattlesnake,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.1,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3268,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,willardi,Arizona ridge-nosed rattlesnake,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.3,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3269,Animalia,Chordata,Reptilia,Squamata,Viperidae,Daboia,russelii,Russell's viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3270,Animalia,Chordata,Reptilia,Squamata,Viperidae,Echis,carinatus,Saw-scaled viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.8,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3271,Animalia,Chordata,Reptilia,Squamata,Viperidae,Echis,coloratus,Palestine saw-scaled viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3272,Animalia,Chordata,Reptilia,Squamata,Viperidae,Eristicophis,macmahonii,Mcmahon's viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.6,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3273,Animalia,Chordata,Reptilia,Squamata,Viperidae,Gloydius,blomhoffii,Japanese mamushi,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.8,451,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
3274,Animalia,Chordata,Reptilia,Squamata,Viperidae,Lachesis,muta,Bushmaster,1460,1460,77,NotKnow,10,NULL,NULL,NULL,NULL,NULL,NULL,31.6,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3275,Animalia,Chordata,Reptilia,Squamata,Viperidae,Macrovipera,lebetina,Bluntnose viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.3,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3276,Animalia,Chordata,Reptilia,Squamata,Viperidae,Ophryacus,melanurus,Black-tailed montane pit viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.1,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3277,Animalia,Chordata,Reptilia,Squamata,Viperidae,Ophryacus,undulatus,Mexican horned pit viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.9,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3278,Animalia,Chordata,Reptilia,Squamata,Viperidae,Ovophis,okinavensis,Okinawan habu,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,451,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
3279,Animalia,Chordata,Reptilia,Squamata,Viperidae,Pseudocerastes,persicus,Persian horned viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.1,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3280,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,catenatus,Massasauga,1100,1100,NotKnow,NotKnow,8,NULL,NULL,NULL,NULL,NULL,NULL,20,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3281,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,miliarius,Pigmy rattlesnake,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.1,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3282,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,ravus,Pygmy rattlesnake,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.8,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3283,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,albolabris,White-lipped tree viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.4,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3284,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,flavoviridis,Yellow-spotted pit viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.9,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3285,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,gramineus,Indian green tree viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.4,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3286,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,popeorum,Pope's pit viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3287,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,stejnegeri,Stejneger's pit viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
3288,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,ammodytes,Long-nosed viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3289,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,aspis,Asp viper,1460,1460,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,527,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3290,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,berus,Northern palaearctic viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3291,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,latastei,Lataste's viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.7,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3292,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,raddei,Armenian viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.7,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3293,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,xanthina,Palestine viper,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.4,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3294,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Lepidophyma,flavimaculatum,Yellow-spotted night lizard,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,451,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
3295,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Xantusia,henshawi,Granite night lizard,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.3,485,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
3296,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Xantusia,riversiana,Island night lizard,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.9,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3297,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Xantusia,vigilis,Desert night lizard,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.9,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3298,Animalia,Chordata,Reptilia,Squamata,Xenopeltidae,Xenopeltis,unicolor,Sunbeam snake,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.1,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3299,Animalia,Chordata,Reptilia,Squamata,Xenophidia,Dispholidus,typus,Boomslang,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.7,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3301,Animalia,Chordata,Reptilia,Testudines,Carettochelyidae,Carettochelys,insculpta,Pignose turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.4,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3302,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelodina,longicollis,Common snake-necked turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3303,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelodina,oblonga,Oblong snakeneck turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
3304,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelus,fimbriatus,Mata mata,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.8,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3305,Animalia,Chordata,Reptilia,Testudines,Chelidae,Elseya,dentata,Northern Australian snapping turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.8,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3306,Animalia,Chordata,Reptilia,Testudines,Chelidae,Emydura,krefftii,Krefft's river turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.8,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3307,Animalia,Chordata,Reptilia,Testudines,Chelidae,Emydura,macquarii,Macquarie turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.9,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3308,Animalia,Chordata,Reptilia,Testudines,Chelidae,Mesoclemmys,dahli,Dahl's toad-headed turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.4,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3309,Animalia,Chordata,Reptilia,Testudines,Chelidae,Myuchelys,latisternum,Serrated snapping turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.5,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3310,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,geoffroanus,Geoffrey's sideneck turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.5,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3311,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,hilarii,Hilaire's side-necked turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.4,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3312,Animalia,Chordata,Reptilia,Testudines,Chelidae,Platemys,platycephala,Twistneck turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,485,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
3313,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Caretta,caretta,Loggerhead sea turtle,3650,3650,60,NotKnow,115,NULL,NULL,NULL,NULL,156500,NULL,37,unknown,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3314,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,Green sea turtle,3650,3650,59,NotKnow,150,NULL,NULL,NULL,NULL,160000,NULL,75,unknown,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3315,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,imbricata,Hawksbill,1277,1277,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
3316,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,kempii,Atlantic ridley,2190,2190,60,NotKnow,110,NULL,NULL,NULL,NULL,40500,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
3317,Animalia,Chordata,Reptilia,Testudines,Chelydridae,Chelydra,serpentina,Common snapping turtle,3285,2646,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,10250,NULL,47,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3318,Animalia,Chordata,Reptilia,Testudines,Chelydridae,Macrochelys,temminckii,Alligator snapping turtle,4015,4015,120,NotKnow,30,NULL,NULL,NULL,NULL,58500,NULL,70.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3319,Animalia,Chordata,Reptilia,Testudines,Dermatemydidae,Dermatemys,mawii,Central american river turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3320,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,coriacea,Leatherback sea turtle,NotKnow,NotKnow,60,NotKnow,105,NULL,NULL,NULL,NULL,420000,NULL,30,33,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3321,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,marmorata,Southwestern pond turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3322,Animalia,Chordata,Reptilia,Testudines,Emydidae,Chrysemys,picta,Painted turtle,2750,1642,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,371.8,NULL,61,6,wild,medium,acceptable,NULL,NULL,0.0236,400,289.5
3323,Animalia,Chordata,Reptilia,Testudines,Emydidae,Clemmys,guttata,Spotted turtle,2920,2920,77,NotKnow,3,NULL,NULL,NULL,NULL,NULL,NULL,30,528,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3324,Animalia,Chordata,Reptilia,Testudines,Emydidae,Deirochelys,reticularia,Chicken turtle,1825,912,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,528,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3325,Animalia,Chordata,Reptilia,Testudines,Emydidae,Emydoidea,blandingii,Blanding's turtle,6500,4380,NotKnow,NotKnow,8,NULL,NULL,NULL,NULL,NULL,NULL,77,7,wild,medium,acceptable,NULL,999,NULL,NULL,unknown
3326,Animalia,Chordata,Reptilia,Testudines,Emydidae,Emys,orbicularis,European pond turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,527,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3327,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,insculpta,Wood turtle,5840,5840,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3328,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,muhlenbergii,Bog turtle,2900,2900,90,NotKnow,3,NULL,NULL,NULL,NULL,NULL,NULL,40,644,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3329,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,barbouri,Barbour's map turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.7,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3330,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,caglei,Cagle's map turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.5,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3331,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,geographica,Common map turtle,5110,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
3332,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,nigrinoda,Black-knobbed map turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3333,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,oculifera,Ringed map turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.3,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3334,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,pseudogeographica,Mississippi map turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.4,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3335,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,pulchra,Alabama map turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.7,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3336,Animalia,Chordata,Reptilia,Testudines,Emydidae,Malaclemys,terrapin,Diamondback terrapin,2190,910,84,NotKnow,9,NULL,NULL,NULL,NULL,720,NULL,NULL,unknown,unknown,medium,low,NULL,NULL,0.140702,720,297.15
3337,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,concinna,River cooter,2190,1277,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3338,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,nelsoni,Florida red-bellied turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.1,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3339,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,rubriventris,Northern red-bellied cooter,NotKnow,3285,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
3340,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,carolina,Eastern box turtle,2190,2190,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,138,543,wild,medium,acceptable,NULL,999,NULL,NULL,unknown
3341,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,coahuila,Coahuilan box turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.8,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3342,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,nelsoni,Spotted box turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.9,451,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
3343,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,ornata,Ornate box turtle,2920,2920,63,NotKnow,5,NULL,NULL,NULL,NULL,NULL,NULL,28.4,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3344,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,decorata,Hispaniolan slider,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
3345,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,scripta,Common slider,2920,1460,75,NotKnow,13,NULL,NULL,NULL,NULL,240,NULL,41.3,451,captivity,large,acceptable,NULL,NULL,0.1157,240,297
3346,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Batagur,baska,Indian batagur terrapin,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.7,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3347,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,amboinensis,Southeast Asian box turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.2,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3348,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,flavomarginata,Yellow-margined box turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.1,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3349,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,trifasciata,Chinese three-striped box turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.8,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3350,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cyclemys,dentata,Asian leaf turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.7,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3351,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Geoclemys,hamiltonii,Indian black pond turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.2,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3352,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Hardella,thurjii,Crowned river turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,451,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
3353,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,annandalii,Yellow-headed temple turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.3,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3354,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,grandis,Giant asian pond turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.6,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3355,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,spinosa,Spiny turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.9,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3356,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Malayemys,subtrijuga,Malayan snail-eating turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.2,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3357,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,annamensis,Annam leaf turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.9,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3358,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,caspica,Caspian turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.6,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3359,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,japonica,Japanese pond turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.2,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3360,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,leprosa,Spanish pond turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.5,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3361,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,mutica,Yellow pond turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.1,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3362,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,nigricans,Red-necked pond turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3363,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,reevesii,Reeves' turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.2,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3364,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,sinensis,Chinese stripe-necked turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.8,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3365,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Melanochelys,trijuga,Indian black turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3366,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Notochelys,platynota,Malayan flat-shelled turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.8,451,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
